,Legacy Xpaths,Components,Styles,Given Components,Given Styles,Match
1876,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/ul/li/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1877,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/ul/li/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1878,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/ul/li/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1879,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/ul/li/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1880,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/ul/li/i,list,TRNormal,list,TRNormal,TRUE
1881,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table,table,NormalTbl,table,NormalTbl,TRUE
1882,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/tbody,table,NormalTbl,table,NormalTbl,TRUE
1883,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/tbody/tr,table,NormalTbl,table,NormalTbl,TRUE
1884,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/tbody/tr/td,table,NormalTbl,table,NormalTbl,TRUE
1885,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/tbody/tr/td/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1886,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/tbody/tr/td/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1887,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/tbody/tr/td/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1888,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/colgroup,table,NormalTbl,table,NormalTbl,TRUE
1889,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/table/colgroup/col,table,NormalTbl,table,NormalTbl,TRUE
1890,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section,section,TRContentLevel5,section,TRContentLevel5,TRUE
1891,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section,section,TRContentLevel6,section,TRContentLevel6,TRUE
1892,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/note,note,TRNote,note,TRNote,TRUE
1893,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/note/p,note,TRNote,note,TRNote,TRUE
1894,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/note/p/sttxlink,note,TRNote,note,TRNote,TRUE
1895,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/note/p/sttxlink/marker,note,TRNote,note,TRNote,TRUE
1896,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol,list,TRNormal,list,TRNormal,TRUE
1897,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol/li,list,TRNormal,list,TRNormal,TRUE
1898,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol/li/sttxlink,list,TRNormal,list,TRNormal,TRUE
1899,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol/li/sttxlink/marker,list,TRNormal,list,TRNormal,TRUE
1900,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1901,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1902,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/ol/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1903,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/title,section,TRContentLevel6,section,TRContentLevel6,TRUE
1904,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
1905,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1906,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1907,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1908,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/p/sttxlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1909,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/section/p/sttxlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1910,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol,list,TRNormal,list,TRNormal,TRUE
1911,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li,list,TRNormal,list,TRNormal,TRUE
1912,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol,list,TRNormal,list,TRNormal,TRUE
1913,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol/li,list,TRNormal,list,TRNormal,TRUE
1914,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol/li/sttxlink,list,TRNormal,list,TRNormal,TRUE
1915,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol/li/sttxlink/marker,list,TRNormal,list,TRNormal,TRUE
1916,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1917,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1918,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/ol/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1919,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1920,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1921,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/ol/li/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1922,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note,note,TRNote,note,TRNote,TRUE
1923,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p,note,TRNote,note,TRNote,TRUE
1924,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1925,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/fn/tdlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1926,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/fn/tdlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1927,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/i,note,TRNote,note,TRNote,TRUE
1928,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/xref,note,TRNote,note,TRNote,TRUE
1929,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/xref/marker,note,TRNote,note,TRNote,TRUE
1930,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/treglink,note,TRNote,note,TRNote,TRUE
1931,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/note/p/treglink/marker,note,TRNote,note,TRNote,TRUE
1932,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example,example,TRExample,example,TRExample,TRUE
1933,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p,example,TRExample,example,TRExample,TRUE
1934,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1935,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1936,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1937,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
1938,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/xref,example,TRExample,example,TRExample,TRUE
1939,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/xref/marker,example,TRExample,example,TRExample,TRUE
1940,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/irclink,example,TRExample,example,TRExample,TRUE
1941,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/p/irclink/marker,example,TRExample,example,TRExample,TRUE
1942,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/example/title,example,TRExample,example,TRExample,TRUE
1943,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
1944,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/exreflink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1945,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/exreflink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1946,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/i,paragraph,TRNormal,paragraph,TRNormal,TRUE
1947,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/sttxlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1948,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/sttxlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1949,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/treglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1950,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/treglink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1951,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1952,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1953,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/xref,paragraph,TRNormal,paragraph,TRNormal,TRUE
1954,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/xref/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1955,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1956,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1957,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1958,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1959,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1960,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
1961,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1962,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1963,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/tdlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1964,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/tdlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1965,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1966,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1967,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/section/title,section,TRContentLevel5,section,TRContentLevel5,TRUE
1968,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/title,section,TRContentLevel4,section,TRContentLevel4,TRUE
1969,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p,paragraph,TRNormal,paragraph,TRNormal,TRUE
1970,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/tdlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1971,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/tdlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1972,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/plrlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1973,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/plrlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1974,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/b,paragraph,TRNormal,paragraph,TRNormal,TRUE
1975,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/revplink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1976,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/revplink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1977,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/ccalink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1978,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/ccalink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1979,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/ptreglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1980,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/ptreglink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1981,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/sttxlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1982,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/sttxlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1983,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/revrlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1984,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/revrlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1985,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/notlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1986,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/notlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1987,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/ircpriorlink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1988,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/ircpriorlink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
1989,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/xref,paragraph,TRNormal,paragraph,TRNormal,TRUE
1990,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/treglink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1991,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/ol,list,TRNormal,list,TRNormal,TRUE
1992,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/irclink,paragraph,TRNormal,paragraph,TRNormal,TRUE
1993,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
1994,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/revplink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1995,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/revplink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1996,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/gcmlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1997,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/gcmlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
1998,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/momlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
1999,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/momlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2000,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/annlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2001,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/annlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2002,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/sttxlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2003,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/sttxlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2004,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/plrlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2005,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/plrlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2006,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/ccalink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2007,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/ccalink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2008,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/plcitelink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2009,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/plcitelink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2010,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/strulink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2011,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/strulink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2012,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/pritreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2013,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/pritreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2014,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/ircpriorlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2015,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/ircpriorlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2016,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/revrlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2017,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/revrlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2018,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/xref,footnote,Footnote Text,footnote,Footnote Text,TRUE
2019,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/xref/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2020,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/notlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2021,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/notlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2022,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/creptlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2023,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/creptlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2024,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/case,footnote,Footnote Text,footnote,Footnote Text,TRUE
2025,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/case/casehistoryphrase,footnote,Footnote Text,footnote,Footnote Text,TRUE
2026,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/case/casepart,footnote,Footnote Text,footnote,Footnote Text,TRUE
2027,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/case/casepart/casedisplay,footnote,Footnote Text,footnote,Footnote Text,TRUE
2028,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/case/casepart/casedisplay/cslink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2029,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/case/casepart/casedisplay/cslink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2030,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/priptreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2031,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/priptreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2032,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/irclink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2033,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/irclink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2034,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2035,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/irclink/marker,paragraph,TRNormal,paragraph,TRNormal,TRUE
2036,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2037,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/tdlink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2038,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/tdlink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2039,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
2040,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/exreflink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2041,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/section/p/fn/exreflink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2042,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/irclink/marker,example,TRExample,example,TRExample,TRUE
2043,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/treglink,example,TRExample,example,TRExample,TRUE
2044,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/treglink/marker,example,TRExample,example,TRExample,TRUE
2045,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2046,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/fn/ptreglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2047,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/fn/ptreglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2048,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/fn/i,footnote,Footnote Text,footnote,Footnote Text,TRUE
2049,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/fn/xref,footnote,Footnote Text,footnote,Footnote Text,TRUE
2050,/book/conceptgroup/concept/collapseBody/subconcept/conbody/example/p/fn/xref/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2051,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example,example,TRExample,example,TRExample,TRUE
2052,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol,list,TRNormal,list,TRNormal,TRUE
2053,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol/li,list,TRNormal,list,TRNormal,TRUE
2054,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol/li/fn,footnote,Footnote Text,footnote,Footnote Text,TRUE
2055,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol/li/fn/treglink,footnote,Footnote Text,footnote,Footnote Text,TRUE
2056,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol/li/fn/treglink/marker,footnote,Footnote Text,footnote,Footnote Text,TRUE
2057,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol/li/treglink,list,TRNormal,list,TRNormal,TRUE
2058,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ol/li/treglink/marker,list,TRNormal,list,TRNormal,TRUE
2059,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/figure,image, ,image,,FALSE
2060,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/figure/image,image, ,image,,FALSE
2061,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ul,list,TRNormal,list,TRNormal,TRUE
2062,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/ul/li,list,TRNormal,list,TRNormal,TRUE
2063,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table,table,NormalTbl,table,NormalTbl,TRUE
2064,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tbody,table,NormalTbl,table,NormalTbl,TRUE
2065,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tbody/tr,table,NormalTbl,table,NormalTbl,TRUE
2066,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tbody/tr/td,table,NormalTbl,table,NormalTbl,TRUE
2067,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tbody/tr/td/irclink,table,NormalTbl,table,NormalTbl,TRUE
2068,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tbody/tr/td/irclink/marker,table,NormalTbl,table,NormalTbl,TRUE
2069,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tbody/tr/th,table,NormalTbl,table,NormalTbl,TRUE
2070,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tr,table,NormalTbl,table,NormalTbl,TRUE
2071,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tr/td,table,NormalTbl,table,NormalTbl,TRUE
2072,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/tr/th,table,NormalTbl,table,NormalTbl,TRUE
2073,/book/conceptgroup/concept/collapseBody/subconcept/conbody/section/example/table/colgroup,table,NormalTbl,table,NormalTbl,TRUE
